10 0
10 0.000316228
10 0.000632456
10 0.000948683
10 0.00126491
10 0.00158114
10 0.00189737
10 0.00221359
10 0.00252982
10 0.00284605
10 0.00316228
10 0.00347851
10 0.00379473
10 0.00411096
10 0.00442719
10 0.00474342
10 0.00505964
10 0.00537587
10 0.0056921
10 0.00600833
10 0.00632456
10 0.00664078
10 0.00695701
10 0.00727324
10 0.00758947
10 0.00790569
10 0.00822192
10 0.00853815
10 0.00885438
10 0.0091706
10 0.00948683
10 0.00980306
10 0.0101193
10 0.0104355
10 0.0107517
10 0.011068
10 0.0113842
10 0.0117004
10 0.0120167
10 0.0123329
10 0.0126491
10 0.0129653
10 0.0132816
10 0.0135978
10 0.013914
9.99999 0.0142302
9.99999 0.0145465
9.99999 0.0148627
9.99999 0.0151789
9.99999 0.0154952
9.99999 0.0158114
9.99999 0.0161276
9.99999 0.0164438
9.99999 0.0167601
9.99999 0.0170763
9.99999 0.0173925
9.99999 0.0177088
9.99999 0.018025
9.99999 0.0183412
9.99999 0.0186574
9.99999 0.0189737
9.99999 0.0192899
9.99999 0.0196061
9.99999 0.0199223
9.99999 0.0202386
9.99999 0.0205548
9.99999 0.020871
9.99999 0.0211873
9.99999 0.0215035
9.99999 0.0218197
9.99999 0.0221359
9.99999 0.0224522
9.99999 0.0227684
9.99999 0.0230846
9.99999 0.0234008
9.99999 0.0237171
9.99999 0.0240333
9.99998 0.0243495
9.99998 0.0246658
9.99998 0.024982
9.99998 0.0252982
9.99998 0.0256144
9.99998 0.0259307
9.99998 0.0262469
9.99998 0.0265631
9.99998 0.0268793
9.99998 0.0271956
9.99998 0.0275118
9.99998 0.027828
9.99998 0.0281443
9.99998 0.0284605
9.99998 0.0287767
9.99998 0.0290929
9.99998 0.0294092
9.99998 0.0297254
9.99998 0.0300416
9.99998 0.0303578
9.99998 0.0306741
9.99998 0.0309903
9.99998 0.0313065
9.99997 0.0316228
9.99997 0.031939
9.99997 0.0322552
9.99997 0.0325714
9.99997 0.0328877
9.99997 0.0332039
9.99997 0.0335201
9.99997 0.0338363
9.99997 0.0341526
9.99997 0.0344688
9.99997 0.034785
9.99997 0.0351012
9.99997 0.0354175
9.99997 0.0357337
9.99997 0.0360499
9.99997 0.0363662
9.99997 0.0366824
9.99997 0.0369986
9.99996 0.0373148
9.99996 0.0376311
9.99996 0.0379473
9.99996 0.0382635
9.99996 0.0385797
9.99996 0.038896
9.99996 0.0392122
9.99996 0.0395284
9.99996 0.0398446
9.99996 0.0401609
9.99996 0.0404771
9.99996 0.0407933
9.99996 0.0411096
9.99996 0.0414258
9.99996 0.041742
9.99996 0.0420582
9.99995 0.0423745
9.99995 0.0426907
9.99995 0.0430069
9.99995 0.0433231
9.99995 0.0436394
9.99995 0.0439556
9.99995 0.0442718
9.99995 0.044588
9.99995 0.0449043
9.99995 0.0452205
9.99995 0.0455367
9.99995 0.0458529
9.99995 0.0461692
9.99995 0.0464854
9.99994 0.0468016
9.99994 0.0471178
9.99994 0.0474341
9.99994 0.0477503
9.99994 0.0480665
9.99994 0.0483828
9.99994 0.048699
9.99994 0.0490152
9.99994 0.0493314
9.99994 0.0496477
9.99994 0.0499639
9.99994 0.0502801
9.99994 0.0505963
9.99993 0.0509126
9.99993 0.0512288
9.99993 0.051545
9.99993 0.0518612
9.99993 0.0521775
9.99993 0.0524937
9.99993 0.0528099
9.99993 0.0531261
9.99993 0.0534424
9.99993 0.0537586
9.99993 0.0540748
9.99993 0.054391
9.99992 0.0547073
9.99992 0.0550235
9.99992 0.0553397
9.99992 0.0556559
9.99992 0.0559722
9.99992 0.0562884
9.99992 0.0566046
9.99992 0.0569208
9.99992 0.0572371
9.99992 0.0575533
9.99992 0.0578695
9.99991 0.0581857
9.99991 0.058502
9.99991 0.0588182
9.99991 0.0591344
9.99991 0.0594506
9.99991 0.0597669
9.99991 0.0600831
9.99991 0.0603993
9.99991 0.0607155
9.99991 0.0610318
9.99991 0.061348
9.9999 0.0616642
9.9999 0.0619804
9.9999 0.0622967
9.9999 0.0626129
9.9999 0.0629291
9.9999 0.0632453
9.9999 0.0635616
9.9999 0.0638778
9.9999 0.064194
9.9999 0.0645102
9.99989 0.0648265
9.99989 0.0651427
9.99989 0.0654589
9.99989 0.0657751
9.99989 0.0660914
9.99989 0.0664076
9.99989 0.0667238
9.99989 0.06704
9.99989 0.0673563
9.99988 0.0676725
9.99988 0.0679887
9.99988 0.0683049
9.99988 0.0686212
9.99988 0.0689374
9.99988 0.0692536
9.99988 0.0695698
9.99988 0.0698861
9.99988 0.0702023
9.99988 0.0705185
9.99987 0.0708347
9.99987 0.0711509
9.99987 0.0714672
9.99987 0.0717834
9.99987 0.0720996
9.99987 0.0724158
9.99987 0.0727321
9.99987 0.0730483
9.99986 0.0733645
9.99986 0.0736807
9.99986 0.073997
9.99986 0.0743132
9.99986 0.0746294
9.99986 0.0749456
9.99986 0.0752619
9.99986 0.0755781
9.99986 0.0758943
9.99985 0.0762105
9.99985 0.0765267
9.99985 0.076843
9.99985 0.0771592
9.99985 0.0774754
9.99985 0.0777916
9.99985 0.0781079
9.99985 0.0784241
9.99984 0.0787403
9.99984 0.0790565
9.99984 0.0793728
9.99984 0.079689
9.99984 0.0800052
9.99984 0.0803214
9.99984 0.0806376
9.99984 0.0809539
9.99983 0.0812701
9.99983 0.0815863
9.99983 0.0819025
9.99983 0.0822188
9.99983 0.082535
9.99983 0.0828512
9.99983 0.0831674
9.99983 0.0834836
9.99982 0.0837999
9.99982 0.0841161
9.99982 0.0844323
9.99982 0.0847485
9.99982 0.0850648
9.99982 0.085381
9.99982 0.0856972
9.99981 0.0860134
9.99981 0.0863296
9.99981 0.0866459
9.99981 0.0869621
9.99981 0.0872783
9.99981 0.0875945
9.99981 0.0879108
9.9998 0.088227
9.9998 0.0885432
9.9998 0.0888594
9.9998 0.0891756
9.9998 0.0894919
9.9998 0.0898081
9.9998 0.0901243
9.99979 0.0904405
9.99979 0.0907567
9.99979 0.091073
9.99979 0.0913892
9.99979 0.0917054
9.99979 0.0920216
9.99979 0.0923379
9.99978 0.0926541
9.99978 0.0929703
9.99978 0.0932865
9.99978 0.0936027
9.99978 0.093919
9.99978 0.0942352
9.99978 0.0945514
9.99977 0.0948676
9.99977 0.0951838
9.99977 0.0955001
9.99977 0.0958163
9.99977 0.0961325
9.99977 0.0964487
9.99977 0.0967649
9.99976 0.0970812
9.99976 0.0973974
9.99976 0.0977136
9.99976 0.0980298
9.99976 0.098346
9.99976 0.0986623
9.99975 0.0989785
9.99975 0.0992947
9.99975 0.0996109
9.99975 0.0999271
9.99975 0.100243
9.99975 0.10056
9.99974 0.100876
9.99974 0.101192
9.99974 0.101508
9.99974 0.101824
9.99974 0.102141
9.99974 0.102457
9.99974 0.102773
9.99973 0.103089
9.99973 0.103406
9.99973 0.103722
9.99973 0.104038
9.99973 0.104354
9.99973 0.10467
9.99972 0.104987
9.99972 0.105303
9.99972 0.105619
9.99972 0.105935
9.99972 0.106252
9.99972 0.106568
9.99971 0.106884
9.99971 0.1072
9.99971 0.107516
9.99971 0.107833
9.99971 0.108149
9.99971 0.108465
9.9997 0.108781
9.9997 0.109097
9.9997 0.109414
9.9997 0.10973
9.9997 0.110046
9.99969 0.110362
9.99969 0.110679
9.99969 0.110995
9.99969 0.111311
9.99969 0.111627
9.99969 0.111943
9.99968 0.11226
9.99968 0.112576
9.99968 0.112892
9.99968 0.113208
9.99968 0.113525
9.99968 0.113841
9.99967 0.114157
9.99967 0.114473
9.99967 0.114789
9.99967 0.115106
9.99967 0.115422
9.99966 0.115738
9.99966 0.116054
9.99966 0.116371
9.99966 0.116687
9.99966 0.117003
9.99965 0.117319
9.99965 0.117635
9.99965 0.117952
9.99965 0.118268
9.99965 0.118584
9.99965 0.1189
9.99964 0.119216
9.99964 0.119533
9.99964 0.119849
9.99964 0.120165
9.99964 0.120481
9.99963 0.120798
9.99963 0.121114
9.99963 0.12143
9.99963 0.121746
9.99963 0.122062
9.99962 0.122379
9.99962 0.122695
9.99962 0.123011
9.99962 0.123327
9.99962 0.123643
9.99961 0.12396
9.99961 0.124276
9.99961 0.124592
9.99961 0.124908
9.99961 0.125225
9.9996 0.125541
9.9996 0.125857
9.9996 0.126173
9.9996 0.126489
9.9996 0.126806
9.99959 0.127122
