0 -3.55271e-17
0.1 2.08203e-05
0.2 0.00016625
0.3 0.000559343
0.4 0.00132005
0.5 0.00256373
0.6 0.00439966
0.7 0.00692965
0.8 0.0102468
0.9 0.014434
1 0.0195634
1.1 0.0256945
1.2 0.0328743
1.3 0.0411358
1.4 0.0504977
1.5 0.060964
1.6 0.0725234
1.7 0.0851499
1.8 0.098802
1.9 0.113423
2 0.128943
2.1 0.145277
2.2 0.162325
2.3 0.179979
2.4 0.198115
2.5 0.2166
2.6 0.235294
2.7 0.254045
2.8 0.272699
2.9 0.291093
3 0.309063
3.1 0.326443
3.2 0.343066
3.3 0.358769
3.4 0.373389
3.5 0.38677
3.6 0.398763
3.7 0.409225
3.8 0.418026
3.9 0.425044
4 0.430171
4.1 0.433315
4.2 0.434394
4.3 0.433347
4.4 0.430127
4.5 0.424704
4.6 0.417069
4.7 0.407228
4.8 0.395209
4.9 0.381055
5 0.364831
5.1 0.346619
5.2 0.326517
5.3 0.304641
5.4 0.281126
5.5 0.256118
5.6 0.229779
5.7 0.202284
5.8 0.173818
5.9 0.144579
6 0.114768
6.1 0.0845982
6.2 0.0542833
6.3 0.0240416
6.4 -0.00590769
6.5 -0.0353466
6.6 -0.0640599
6.7 -0.091837
6.8 -0.118474
6.9 -0.143775
7 -0.167556
7.1 -0.189641
7.2 -0.209872
7.3 -0.228102
7.4 -0.244202
7.5 -0.258061
7.6 -0.269584
7.7 -0.278697
7.8 -0.285346
7.9 -0.289495
8 -0.291132
8.1 -0.290264
8.2 -0.28692
8.3 -0.281148
8.4 -0.273017
8.5 -0.262616
8.6 -0.250053
8.7 -0.235454
8.8 -0.21896
8.9 -0.20073
9 -0.180935
9.1 -0.159761
9.2 -0.137404
9.3 -0.114068
9.4 -0.0899655
9.5 -0.0653153
9.6 -0.0403388
9.7 -0.0152594
9.8 0.0096999
9.9 0.0343183
10 0.0583794
