-1 0 10 0
-0.999959 -0.00454539 9.99959 0.0454539
-0.999835 -0.00909041 9.99835 0.0909041
-0.999628 -0.0136347 9.99628 0.136347
-0.999339 -0.0181778 9.99339 0.181778
-0.998967 -0.0227194 9.98967 0.227194
-0.998512 -0.0272592 9.98512 0.272592
-0.997974 -0.0317967 9.97974 0.317967
-0.997354 -0.0363315 9.97354 0.363315
-0.996651 -0.0408634 9.96651 0.408634
-0.995864 -0.0453918 9.95864 0.453918
-0.994995 -0.0499164 9.94995 0.499164
-0.994042 -0.0544369 9.94042 0.544369
-0.993006 -0.0589528 9.93006 0.589528
-0.991887 -0.0634638 9.91887 0.634638
-0.990684 -0.0679694 9.90684 0.679694
-0.989398 -0.0724693 9.89398 0.724693
-0.988028 -0.076963 9.88028 0.76963
-0.986574 -0.0814502 9.86574 0.814502
-0.985036 -0.0859305 9.85036 0.859305
-0.983414 -0.0904034 9.83414 0.904034
-0.981707 -0.0948686 9.81707 0.948686
-0.979916 -0.0993256 9.79916 0.993256
-0.97804 -0.103774 9.7804 1.03774
-0.976079 -0.108213 9.76079 1.08213
-0.974033 -0.112643 9.74033 1.12643
-0.971902 -0.117063 9.71902 1.17063
-0.969684 -0.121473 9.69684 1.21473
-0.967381 -0.125872 9.67381 1.25872
-0.964992 -0.13026 9.64992 1.3026
-0.962517 -0.134636 9.62517 1.34636
-0.959955 -0.139 9.59955 1.39
-0.957306 -0.143351 9.57306 1.43351
-0.954569 -0.14769 9.54569 1.4769
-0.951746 -0.152015 9.51746 1.52015
-0.948834 -0.156325 9.48834 1.56325
-0.945834 -0.160622 9.45834 1.60622
-0.942746 -0.164903 9.42746 1.64903
-0.939569 -0.169169 9.39569 1.69169
-0.936302 -0.173418 9.36302 1.73418
-0.932946 -0.177651 9.32946 1.77651
-0.9295 -0.181867 9.295 1.81867
-0.925963 -0.186065 9.25963 1.86065
-0.922336 -0.190245 9.22336 1.90245
-0.918617 -0.194406 9.18617 1.94406
-0.914807 -0.198548 9.14807 1.98548
-0.910904 -0.20267 9.10904 2.0267
-0.906909 -0.206771 9.06909 2.06771
-0.902821 -0.21085 9.02821 2.1085
-0.898639 -0.214908 8.98639 2.14908
-0.894363 -0.218944 8.94363 2.18944
-0.889992 -0.222956 8.89992 2.22956
-0.885526 -0.226945 8.85526 2.26945
-0.880964 -0.230908 8.80964 2.30908
-0.876306 -0.234847 8.76306 2.34847
-0.871551 -0.23876 8.71551 2.3876
-0.866698 -0.242645 8.66698 2.42645
-0.861747 -0.246504 8.61747 2.46504
-0.856697 -0.250334 8.56697 2.50334
-0.851548 -0.254135 8.51548 2.54135
-0.846298 -0.257906 8.46298 2.57906
-0.840947 -0.261646 8.40947 2.61646
-0.835495 -0.265355 8.35495 2.65355
-0.829939 -0.269031 8.29939 2.69031
-0.824281 -0.272673 8.24281 2.72673
-0.818519 -0.276281 8.18519 2.76281
-0.812651 -0.279854 8.12651 2.79854
-0.806678 -0.28339 8.06678 2.8339
-0.800598 -0.286889 8.00598 2.86889
-0.794411 -0.290349 7.94411 2.90349
-0.788115 -0.29377 7.88115 2.9377
-0.78171 -0.29715 7.8171 2.9715
-0.775194 -0.300487 7.75194 3.00487
-0.768567 -0.303782 7.68567 3.03782
-0.761827 -0.307032 7.61827 3.07032
-0.754973 -0.310236 7.54973 3.10236
-0.748005 -0.313394 7.48005 3.13394
-0.740921 -0.316502 7.40921 3.16502
-0.73372 -0.319561 7.3372 3.19561
-0.726401 -0.322568 7.26401 3.22568
-0.718962 -0.325522 7.18962 3.25522
-0.711402 -0.328421 7.11402 3.28421
-0.703719 -0.331264 7.03719 3.31264
-0.695914 -0.334048 6.95914 3.34048
-0.687983 -0.336773 6.87983 3.36773
-0.679926 -0.339435 6.79926 3.39435
-0.67174 -0.342034 6.7174 3.42034
-0.663425 -0.344567 6.63425 3.44567
-0.654979 -0.347031 6.54979 3.47031
-0.6464 -0.349425 6.464 3.49425
-0.637686 -0.351747 6.37686 3.51747
-0.628836 -0.353993 6.28836 3.53993
-0.619848 -0.356161 6.19848 3.56161
-0.610719 -0.358248 6.10719 3.58248
-0.601448 -0.360253 6.01448 3.60253
-0.592033 -0.36217 5.92033 3.6217
-0.582471 -0.363998 5.82471 3.63998
-0.572761 -0.365734 5.72761 3.65734
-0.5629 -0.367373 5.629 3.67373
-0.552886 -0.368912 5.52886 3.68912
-0.542716 -0.370347 5.42716 3.70347
-0.532388 -0.371674 5.32388 3.71674
-0.5219 -0.372889 5.219 3.72889
-0.511247 -0.373988 5.11247 3.73988
-0.500429 -0.374964 5.00429 3.74964
-0.489442 -0.375814 4.89442 3.75814
-0.478282 -0.376532 4.78282 3.76532
-0.466947 -0.377111 4.66947 3.77111
-0.455434 -0.377547 4.55434 3.77547
-0.443738 -0.377831 4.43738 3.77831
-0.431858 -0.377958 4.31858 3.77958
-0.419789 -0.37792 4.19789 3.7792
-0.407527 -0.377708 4.07527 3.77708
-0.395069 -0.377314 3.95069 3.77314
-0.38241 -0.376729 3.8241 3.76729
-0.369547 -0.375943 3.69547 3.75943
-0.356476 -0.374944 3.56476 3.74944
-0.343192 -0.373722 3.43192 3.73722
-0.329691 -0.372263 3.29691 3.72263
-0.315968 -0.370553 3.15968 3.70553
-0.302019 -0.368579 3.02019 3.68579
-0.28784 -0.366323 2.8784 3.66323
-0.273425 -0.363767 2.73425 3.63767
-0.258771 -0.360892 2.58771 3.60892
-0.243872 -0.357676 2.43872 3.57676
-0.228725 -0.354096 2.28725 3.54096
-0.213325 -0.350125 2.13325 3.50125
-0.19767 -0.345733 1.9767 3.45733
-0.181756 -0.340889 1.81756 3.40889
-0.165582 -0.335556 1.65582 3.35556
-0.149147 -0.329694 1.49147 3.29694
-0.132451 -0.323255 1.32451 3.23255
-0.1155 -0.31619 1.155 3.1619
-0.098298 -0.308439 0.98298 3.08439
-0.0808574 -0.299935 0.808574 2.99935
-0.0631946 -0.290604 0.631946 2.90604
-0.045334 -0.280359 0.45334 2.80359
-0.0273111 -0.269101 0.273111 2.69101
-0.0091758 -0.256718 0.091758 2.56718
0.009002 -0.243082 -0.09002 2.43082
0.027125 -0.228049 -0.27125 2.28049
0.0450589 -0.211458 -0.450589 2.11458
0.0626187 -0.193139 -0.626187 1.93139
0.0795531 -0.172913 -0.795531 1.72913
0.0955254 -0.150618 -0.955254 1.50618
0.110097 -0.126137 -1.10097 1.26137
0.122723 -0.0994484 -1.22723 0.994484
0.132773 -0.070694 -1.32773 0.70694
0.139609 -0.0402453 -1.39609 0.402453
0.142705 -0.0087296 -1.42705 0.087296
0.141796 0.0230286 -1.41796 -0.230286
0.136962 0.0541558 -1.36962 -0.541558
0.128601 0.0839028 -1.28601 -0.839028
0.117308 0.111756 -1.17308 -1.11756
0.103731 0.137455 -1.03731 -1.37455
0.0884665 0.16094 -0.884665 -1.6094
0.0720126 0.182284 -0.720126 -1.82284
0.0547602 0.201628 -0.547602 -2.01628
0.0370052 0.219146 -0.370052 -2.19146
0.0189667 0.235014 -0.189667 -2.35014
0.000805051 0.249398 -0.00805051 -2.49398
-0.0173636 0.262452 0.173636 -2.62452
-0.0354553 0.274313 0.354553 -2.74313
-0.05341 0.285101 0.5341 -2.85101
-0.0711849 0.294923 0.711849 -2.94923
-0.0887498 0.303871 0.887498 -3.03871
-0.106084 0.312026 1.06084 -3.12026
-0.123174 0.319461 1.23174 -3.19461
-0.14001 0.326237 1.4001 -3.26237
-0.156589 0.33241 1.56589 -3.3241
-0.172906 0.338028 1.72906 -3.38028
-0.188963 0.343136 1.88963 -3.43136
-0.204759 0.347772 2.04759 -3.47772
-0.220299 0.35197 2.20299 -3.5197
-0.235584 0.355762 2.35584 -3.55762
-0.250618 0.359175 2.50618 -3.59175
-0.265406 0.362234 2.65406 -3.62234
-0.279952 0.364963 2.79952 -3.64963
