0 1 1
0.01 1.01 1.01005
0.02 1.0201 1.0202
0.03 1.0303 1.03045
0.04 1.0406 1.04081
0.05 1.05101 1.05127
0.06 1.06152 1.06184
0.07 1.07214 1.07251
0.08 1.08286 1.08329
0.09 1.09369 1.09417
0.1 1.10462 1.10517
0.11 1.11567 1.11628
0.12 1.12683 1.1275
0.13 1.13809 1.13883
0.14 1.14947 1.15027
0.15 1.16097 1.16183
0.16 1.17258 1.17351
0.17 1.1843 1.1853
0.18 1.19615 1.19722
0.19 1.20811 1.20925
0.2 1.22019 1.2214
0.21 1.23239 1.23368
0.22 1.24472 1.24608
0.23 1.25716 1.2586
0.24 1.26973 1.27125
0.25 1.28243 1.28403
0.26 1.29526 1.29693
0.27 1.30821 1.30996
0.28 1.32129 1.32313
0.29 1.3345 1.33643
0.3 1.34785 1.34986
0.31 1.36133 1.36343
0.32 1.37494 1.37713
0.33 1.38869 1.39097
0.34 1.40258 1.40495
0.35 1.4166 1.41907
0.36 1.43077 1.43333
0.37 1.44508 1.44773
0.38 1.45953 1.46228
0.39 1.47412 1.47698
0.4 1.48886 1.49182
0.41 1.50375 1.50682
0.42 1.51879 1.52196
0.43 1.53398 1.53726
0.44 1.54932 1.55271
0.45 1.56481 1.56831
0.46 1.58046 1.58407
0.47 1.59626 1.59999
0.48 1.61223 1.61607
0.49 1.62835 1.63232
0.5 1.64463 1.64872
0.51 1.66108 1.66529
0.52 1.67769 1.68203
0.53 1.69447 1.69893
0.54 1.71141 1.71601
0.55 1.72852 1.73325
0.56 1.74581 1.75067
0.57 1.76327 1.76827
0.58 1.7809 1.78604
0.59 1.79871 1.80399
0.6 1.8167 1.82212
0.61 1.83486 1.84043
0.62 1.85321 1.85893
0.63 1.87174 1.87761
0.64 1.89046 1.89648
0.65 1.90937 1.91554
0.66 1.92846 1.93479
0.67 1.94774 1.95424
0.68 1.96722 1.97388
0.69 1.98689 1.99372
0.7 2.00676 2.01375
0.71 2.02683 2.03399
0.72 2.0471 2.05443
0.73 2.06757 2.07508
0.74 2.08825 2.09594
0.75 2.10913 2.117
0.76 2.13022 2.13828
0.77 2.15152 2.15977
0.78 2.17304 2.18147
0.79 2.19477 2.2034
0.8 2.21672 2.22554
0.81 2.23888 2.24791
0.82 2.26127 2.2705
0.83 2.28388 2.29332
0.84 2.30672 2.31637
0.85 2.32979 2.33965
0.86 2.35309 2.36316
0.87 2.37662 2.38691
0.88 2.40038 2.4109
0.89 2.42439 2.43513
0.9 2.44863 2.4596
0.91 2.47312 2.48432
0.92 2.49785 2.50929
0.93 2.52283 2.53451
0.94 2.54806 2.55998
0.95 2.57354 2.58571
0.96 2.59927 2.6117
0.97 2.62527 2.63794
0.98 2.65152 2.66446
0.99 2.67803 2.69123
1 2.70481 2.71828
1.01 2.73186 2.7456
1.02 2.75918 2.77319
1.03 2.78677 2.80107
1.04 2.81464 2.82922
1.05 2.84279 2.85765
1.06 2.87121 2.88637
1.07 2.89993 2.91538
1.08 2.92893 2.94468
1.09 2.95822 2.97427
1.1 2.9878 3.00417
1.11 3.01768 3.03436
1.12 3.04785 3.06485
1.13 3.07833 3.09566
1.14 3.10911 3.12677
1.15 3.1402 3.15819
1.16 3.17161 3.18993
1.17 3.20332 3.22199
1.18 3.23536 3.25437
1.19 3.26771 3.28708
1.2 3.30039 3.32012
1.21 3.33339 3.35348
1.22 3.36672 3.38719
1.23 3.40039 3.42123
1.24 3.4344 3.45561
1.25 3.46874 3.49034
1.26 3.50343 3.52542
1.27 3.53846 3.56085
1.28 3.57385 3.59664
1.29 3.60958 3.63279
1.3 3.64568 3.6693
1.31 3.68214 3.70617
1.32 3.71896 3.74342
1.33 3.75615 3.78104
1.34 3.79371 3.81904
1.35 3.83165 3.85743
1.36 3.86996 3.89619
1.37 3.90866 3.93535
1.38 3.94775 3.9749
1.39 3.98723 4.01485
1.4 4.0271 4.0552
1.41 4.06737 4.09596
1.42 4.10804 4.13712
1.43 4.14912 4.1787
1.44 4.19062 4.2207
1.45 4.23252 4.26311
1.46 4.27485 4.30596
1.47 4.3176 4.34924
1.48 4.36077 4.39295
1.49 4.40438 4.4371
1.5 4.44842 4.48169
1.51 4.49291 4.52673
1.52 4.53784 4.57223
1.53 4.58321 4.61818
1.54 4.62905 4.66459
1.55 4.67534 4.71147
1.56 4.72209 4.75882
1.57 4.76931 4.80665
1.58 4.817 4.85496
1.59 4.86517 4.90375
1.6 4.91383 4.95303
1.61 4.96296 5.00281
1.62 5.01259 5.05309
1.63 5.06272 5.10387
1.64 5.11335 5.15517
1.65 5.16448 5.20698
1.66 5.21613 5.25931
1.67 5.26829 5.31217
1.68 5.32097 5.36556
1.69 5.37418 5.41948
1.7 5.42792 5.47395
1.71 5.4822 5.52896
1.72 5.53702 5.58453
1.73 5.59239 5.64065
1.74 5.64832 5.69734
1.75 5.7048 5.7546
1.76 5.76185 5.81244
1.77 5.81947 5.87085
1.78 5.87766 5.92986
1.79 5.93644 5.98945
1.8 5.9958 6.04965
1.81 6.05576 6.11045
1.82 6.11632 6.17186
1.83 6.17748 6.23389
1.84 6.23926 6.29654
1.85 6.30165 6.35982
1.86 6.36466 6.42374
1.87 6.42831 6.4883
1.88 6.49259 6.5535
1.89 6.55752 6.61937
1.9 6.6231 6.68589
1.91 6.68933 6.75309
1.92 6.75622 6.82096
1.93 6.82378 6.88951
1.94 6.89202 6.95875
1.95 6.96094 7.02869
1.96 7.03055 7.09933
1.97 7.10085 7.17068
1.98 7.17186 7.24274
1.99 7.24358 7.31553
